gesture,person,trial,imu_ax_mean,imu_ax_std,imu_ax_min,imu_ax_max,imu_ax_energy,imu_ay_mean,imu_ay_std,imu_ay_min,imu_ay_max,imu_ay_energy,imu_az_mean,imu_az_std,imu_az_min,imu_az_max,imu_az_energy,imu_gx_mean,imu_gx_std,imu_gx_min,imu_gx_max,imu_gx_energy,imu_gy_mean,imu_gy_std,imu_gy_min,imu_gy_max,imu_gy_energy,imu_gz_mean,imu_gz_std,imu_gz_min,imu_gz_max,imu_gz_energy,mmwave_range_mean,mmwave_range_std,mmwave_range_min,mmwave_range_max,mmwave_range_energy,mmwave_doppler_mean,mmwave_doppler_std,mmwave_doppler_min,mmwave_doppler_max,mmwave_doppler_energy,mmwave_angle_mean,mmwave_angle_std,mmwave_angle_min,mmwave_angle_max,mmwave_angle_energy,mmwave_elevation_mean,mmwave_elevation_std,mmwave_elevation_min,mmwave_elevation_max,mmwave_elevation_energy,mmwave_point_count_mean,mmwave_point_count_std,mmwave_point_count_min,mmwave_point_count_max,mmwave_point_count_energy,uwb_distance_mean,uwb_distance_std,uwb_distance_min,uwb_distance_max,uwb_distance_energy,uwb_distance_slope,uwb_direction_changes,uwb_skewness,uwb_peak_time_fraction,uwb_trough_time_fraction,uwb_early_late_diff
bye_bye,jon,11,0.4100990990990991,0.4809636214875129,-0.976,0.973,266.07184600000005,-0.2648993993993994,0.5855241514417328,-1.274,1.021,275.06480899999997,-0.41684984984984985,0.3622595940633849,-1.212,0.249,203.12721,5.964669669669669,44.481519248117095,-96.5,139.62,1341445.7707,11.79144144144144,71.99821947890418,-118.05,139.5,3544972.6118,-18.464519519519516,104.00662266462876,-188.21,185.43,7431438.482100001,1.2056183499243083,0.5932269217141677,0.44347575321619837,3.432212568733839,760.0876240410059,0.0,0.0,0.0,0.0,0.0,8.84007322240504,22.652277742870215,-50.31301003264185,61.12996845875882,248925.7568189163,0.0,0.0,0.0,0.0,0.0,6.790322580645161,2.397156223623704,1.0,12.0,3215.0,108.456,33.15044590951983,46.0,214.0,1607707.0,16.0,56.0,0.5459559914731427,0.3790322580645161,0.1774193548387097,18.601894521249363
bye_bye,jon,12,0.41007657657657653,0.5243973734174677,-1.175,0.929,295.141499,-0.36246546546546543,0.5492734153801747,-1.357,0.794,288.432944,-0.3389294294294294,0.28016493341367593,-0.972,0.237,128.781455,21.041111111111114,49.722242039353844,-169.53,141.58,1941409.787,-0.13546546546546584,37.647900577275685,-76.39,69.37,943976.924,-24.491966966966967,83.57964190175342,-156.71,151.55,5051885.0489,1.3082275799875704,0.6946109415134791,0.6255356396981325,9.121899479503355,1287.8449877717912,0.02125732040442677,0.4091278825880477,0.0,9.453816057852237,98.52061131529072,5.704836683423985,19.299962137669553,-56.31950783678212,66.92834138270906,237754.7819587107,0.05967413128730468,1.4445577661374998,0.0,35.028715065647845,1227.0108791503442,8.152777777777779,2.283149154507518,1.0,13.0,5161.0,115.736,35.61733151149873,52.0,231.0,1832927.0,2.0,63.0,0.8726406263684231,0.3870967741935484,0.1935483870967742,28.662058371735796
bye_bye,jon,13,0.48914842578710643,0.5407042333150428,-1.296,0.993,354.595376,-0.3632413793103448,0.4992607700877591,-1.235,0.865,254.264146,-0.2134767616191904,0.33278511778232955,-1.084,0.348,104.264281,1.3351874062968532,53.744729107364094,-134.28,150.98,1927815.8477,15.176746626686656,61.620947934514085,-116.0,138.07,2686325.7333,-7.228140929535231,86.62422680236503,-181.37,172.77,5039853.7945,1.2562572100630949,0.6879263246260345,0.0901670926089686,4.264279679478504,845.1870200509859,0.0,0.0,0.0,0.0,0.0,7.675669108308891,22.791480687155527,-67.46674992099574,67.16080340161122,238287.40512737108,0.0,0.0,0.0,0.0,0.0,7.357142857142857,2.378689400763816,3.0,13.0,3348.0,116.32539682539682,34.822413272379194,52.0,235.0,1857769.0,9.0,59.0,0.5358191208091257,0.32,0.152,17.126984126984127
bye_bye,jon,14,0.5624984984984985,0.4074250175095295,-1.1,1.01,321.27820399999996,-0.17864714714714713,0.6071663496073089,-1.422,1.004,266.776809,-0.2604429429429429,0.44499961927950754,-1.132,0.663,177.059555,5.419189189189189,46.557709550210966,-93.69,139.71,1463193.9614,19.965990990990992,71.99479796643746,-113.47,166.94,3717539.8925,-2376.234534534534,60914.08226844304,-1573202.0,166.23,2474970491507.0615,1.270399543490668,0.6012424708265615,0.09152286897375778,3.784903168200019,1489.4572616555024,0.0,0.0,0.0,0.0,0.0,4.5471168713393535,21.83872568128041,-63.39372291298868,69.05089591446728,375195.08326277195,0.0,0.0,0.0,0.0,0.0,9.308641975308642,2.3074863417791516,5.0,14.0,7450.0,122.72222222222223,22.244542362183996,75.0,195.0,1960001.0,86.0,65.0,0.05703260952517085,1.0,0.104,23.603174603174594
bye_bye,jon,15,0.5267211394302849,0.501201557955532,-1.046,0.991,352.601653,-0.20497451274362816,0.6115834372346304,-1.554,1.015,277.504584,-0.2030794602698651,0.39940979468568755,-1.044,0.616,133.91322399999999,5.25721139430285,50.32026819010832,-146.18,163.34,1707365.0308,8.653193403298351,72.49251781582315,-124.73,159.95,3555138.6111999997,-19.952338830584708,102.30334313705798,-239.6,162.27,7246334.5845,1.2818430216133256,0.6254153488174393,0.12797944509011774,3.666480133850086,1423.986123416654,0.0,0.0,0.0,0.0,0.0,3.8242015773265954,23.014522505225255,-59.70898829806672,61.40818038136763,381004.93469328294,0.0,0.0,0.0,0.0,0.0,8.536585365853659,2.2642239932244244,5.0,15.0,6396.0,116.7063492063492,28.281764684259585,52.0,222.0,1816949.0,30.0,66.0,0.26889568115366524,0.92,0.128,24.904761904761898
bye_bye,jon,16,0.7158565022421525,0.40515803671508355,-0.989,1.284,452.647786,-0.09276681614349774,0.7717123716056814,-1.501,1.555,404.173451,-0.22742600896860987,0.45487954611743087,-1.061,0.727,173.028816,-2.150822122571002,63.867297943147655,-185.77,127.72,2731967.0564,10.153662182361735,80.49837260540777,-169.93,141.18,4404083.7632,-10.313707025411063,112.09364400499143,-211.95,208.44,8477138.2203,1.4184850768671002,0.6287725038663712,0.573498466294761,2.953772910523585,1584.105241892786,0.0,0.0,0.0,0.0,0.0,7.566061622958742,23.393806106347295,-51.92772698307917,64.59718622225131,397771.16782644787,0.0,0.0,0.0,0.0,0.0,9.13888888888889,2.5566121004365847,3.0,16.0,6484.0,118.55555555555556,12.682043020253024,75.0,161.0,1791248.0,-6.0,70.0,-0.03189375133805846,0.6,0.912,-0.03174603174602453
bye_bye,jon,17,0.5986846846846847,0.45707127105353945,-1.064,1.186,377.846774,-0.19661711711711713,0.8334804242841953,-1.638,1.41,488.409707,-0.24674774774774774,0.4621609050261251,-1.024,0.776,182.801784,6.134219219219219,69.0326901697889,-224.4,169.53,3198891.8777,-0.7131531531531539,87.12714964046535,-164.83,157.17,5056038.0954,-15.712897897897896,131.18229742430228,-236.92,226.14,11625489.7517,1.2938522731394484,0.692702500531593,0.32467632644753347,9.121899479503355,1182.485861964011,0.045898957551628324,0.5698402388494433,0.0,9.453816057852237,179.42671205185792,7.847523881157529,23.614901793921206,-51.564922799063616,61.30766125207321,339966.7225732325,0.23487535330428014,3.8092033759392474,0.0,81.3027802463285,7996.293038180364,8.194029850746269,2.4079396405520153,1.0,14.0,4887.0,112.864,18.035229524461286,54.0,169.0,1632944.0,16.0,68.0,-0.8526544606109444,0.2661290322580645,0.14516129032258066,9.714797747055812
bye_bye,jon,18,0.6382816265060242,0.41332721426003016,-1.028,1.124,383.953233,-0.07100451807228916,0.8253615810282293,-1.69,1.572,455.678885,-0.15987951807228915,0.422060405018174,-1.017,0.9,135.25444,5.072439759036143,54.46502349866588,-171.79,160.07,1986799.8374,2.925316265060241,82.16620210997394,-170.93,158.64,4488535.2502999995,-16.882243975903616,128.74883803754807,-242.59,206.76,11195885.5759,1.227612938995892,0.5955907719759411,0.5692899033371538,3.5217378399150077,1076.098375687451,0.0,0.0,0.0,0.0,0.0,3.98387925606713,25.49742364619628,-63.04889301640153,52.80657714311043,384942.16596886714,0.0,0.0,0.0,0.0,0.0,7.8108108108108105,2.62357130065353,1.0,14.0,5024.0,125.968,25.840413618980637,70.0,251.0,2066958.0,18.0,66.0,1.1887784953326832,0.2661290322580645,0.12096774193548387,11.457245263696876
bye_bye,jon,19,0.41177293233082707,0.5932963994608479,-1.092,1.02,346.835781,-0.27955789473684206,0.6630708600482997,-1.561,1.187,344.347362,-0.16639248120300754,0.3456992185671003,-0.893,0.697,97.88428099999999,7.758045112781957,54.5823314916616,-114.23,163.7,2021213.0864,-3.834451127819548,66.22354447206145,-132.15,153.72,2926173.4705,-1.8759097744360895,113.10820095430604,-241.49,229.04,8509994.4668,1.255937613844571,0.6863409486665848,0.32514279091891396,4.328286189963566,1392.9413676265767,0.0,0.0,0.0,0.0,0.0,2.918202618277954,21.069242529122334,-61.236712670011165,68.91948583635231,307651.64334516507,0.0,0.0,0.0,0.0,0.0,7.391304347826087,2.307626871254887,3.0,14.0,5516.0,129.136,32.812276726859416,54.0,247.0,2219094.0,40.0,60.0,0.6678254901115168,0.6290322580645161,0.11290322580645161,32.527905785970304
bye_bye,jon,20,0.20237219730941708,0.7060416811280263,-1.086,1.14,360.891623,-0.29825112107623314,0.8585014961265405,-1.716,1.595,552.57965,-0.21672795216741403,0.4309265272402756,-1.088,0.899,155.655345,6.737144992526156,62.59611456404941,-249.34,148.14,2651690.3337000003,0.6406726457399105,76.51365868859794,-170.96,148.81,3916828.0358999996,-12.443946188340806,125.90048240665044,-248.27,234.72,10707869.0056,1.1637749622798237,0.5748518429098939,0.5703710445281555,3.6013556136788836,859.2616701044165,0.0,0.0,0.0,0.0,0.0,1.4315571046782403,19.41794309656008,-56.81893560529197,55.85053614076356,193343.993621052,0.0,0.0,0.0,0.0,0.0,7.183098591549296,2.0508319105892063,2.0,12.0,3962.0,122.15537848605578,31.840297466968412,54.0,255.0,3999871.0,10.0,142.0,0.9028919750319269,0.576,0.116,23.305904761904756
bye_bye,nav,1,-0.13432769556025367,0.7753808860221095,-0.931,1.506,292.909719,-0.27591120507399575,0.6749299270974599,-1.921,1.579,251.47395,-0.2316511627906977,0.4679803203291243,-1.388,0.955,128.971889,11.896363636363638,68.70816107724164,-327.16,308.63,2299884.3918,17.567653276955603,94.94359503990655,-227.24,248.63,4409735.806,-36.40784355179705,119.37509280339461,-325.21,185.37,7367421.4429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bye_bye,nav,2,0.42640128755364803,0.5121660682411221,-0.851,1.19,206.96557700000002,-0.1218175965665236,0.7136250736198557,-1.946,1.488,244.23072699999997,-0.32441201716738194,0.7095217407719935,-1.882,1.022,283.637544,10.94167381974249,60.362998463168,-122.53,198.86,1753749.9032,19.408862660944205,159.3282506660211,-359.48,334.54,12005183.0611,-7.053175965665237,146.88524332940662,-327.46,299.48,10077260.251600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bye_bye,nav,3,0.5903083511777303,0.4808679866150822,-1.048,1.185,270.71895199999994,-0.029222698072805135,0.5719867266833454,-1.839,1.109,153.18663899999999,-0.38353961456102786,0.5282903012880031,-1.275,0.709,199.03226099999998,4.175674518201284,35.754726959099514,-117.4,138.31,605155.7657999999,17.488543897216275,122.94533791926008,-284.1,219.0,7201796.2675,-28.066680942184153,109.2990194649861,-317.85,168.25,5946784.6478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bye_bye,nav,4,0.3364420600858369,0.6083709495926004,-0.933,1.151,225.221748,-0.3488004291845493,0.7126658536577805,-1.717,1.158,293.37233100000003,-0.3299699570815451,0.5113581587101131,-1.353,0.777,172.59118,1.7687124463519313,61.249845900261036,-138.52,266.67,1749677.1364,14.28459227467811,110.78776189727434,-220.98,270.79,5814737.637399999,-1.1149356223175995,147.2912137187068,-291.48,328.81,10110310.239599999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bye_bye,nav,5,0.4769380341880342,0.5214774769640114,-0.838,1.377,233.72324700000001,-0.028536324786324778,0.7272024906143567,-1.76,1.328,247.870483,-0.3151816239316239,0.6094157030008577,-1.415,1.204,220.30021499999998,7.62974358974359,46.62575419451956,-144.51,186.59,1044657.4046000001,24.473589743589745,113.04571975182323,-226.51,221.2,6261040.3514,-27.650641025641026,127.7618298101068,-317.0,153.87,7997016.9734000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bye_bye,nav,6,0.447107296137339,0.47592906348118696,-0.876,1.119,198.708648,-0.011948497854077256,0.5973967178929306,-1.416,1.188,166.373932,-0.41374892703862665,0.5710564256307896,-1.564,0.718,231.73882500000002,10.22,39.883238554517696,-84.96,148.2,789926.4408,11.30969957081545,117.77757716268907,-246.25,205.91,6523751.6158,-15.85667381974249,107.54671905399938,-234.57,189.31,5507062.5919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bye_bye,nav,7,0.2978519313304721,0.6014213686135748,-1.147,1.032,209.897321,-0.13839699570815453,0.652995046869124,-1.412,1.301,207.62921699999998,-0.4499785407725322,0.5535217288061342,-1.335,0.884,237.132018,9.133927038626611,60.22483223944551,-138.74,199.62,1729073.9133,1.0664377682403443,124.27029593293403,-261.39,303.81,7197017.5832,-0.6986135193133054,140.85647292388327,-253.88,370.46,9245921.855839211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bye_bye,nav,8,0.25140557939914165,0.6148125405104147,-1.247,1.028,205.598839,-0.10836909871244632,0.8151485244941713,-1.689,2.242,315.11431600000003,-0.40769527896995705,0.5940689269585743,-1.609,0.761,241.916132,1.1216523605150213,47.92929942985009,-158.97,160.62,1071089.7451,-8.779270386266095,137.22115440643634,-270.85,217.08,8810531.8952,-10.270708154506437,163.0701958600182,-305.98,304.88,12440977.3203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bye_bye,nav,9,0.2670985010706638,0.6524303591918325,-1.233,1.164,232.10226100000003,-0.14683297644539614,0.6856937451559251,-1.581,1.307,229.640635,-0.3960663811563169,0.6275175094892554,-1.637,0.668,257.152057,-0.681927194860814,53.50762437347785,-204.32,210.43,1337268.926,4.010985010706637,145.75388638691055,-313.52,325.97,9928552.3467,1.4110278372591003,143.9924919356811,-274.94,321.18,9683632.0185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bye_bye,nav,10,-0.21068602150537627,0.7717809207213844,-2.086,1.18,297.615991,-0.23777204301075267,0.4864022890008727,-1.774,1.361,136.30207000000001,-0.33165591397849464,0.560306626779848,-1.783,1.234,197.13171,7.872387096774193,69.33970048488835,-226.36,334.48,2264535.3719999995,-9.945268817204303,127.29030022756845,-272.59,301.71,7580303.9403,-1.9049892473118284,608.8355686577859,-12921.45,367.44,172368236.0708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bye_bye,nav,11,-0.03447568710359412,0.7659126462956504,-0.909,1.404,278.034487,-0.16015221987315012,0.5565446953936038,-1.421,1.201,158.639816,-0.3650782241014799,0.5060739070311951,-1.8,0.843,184.18284599999998,-3.6638054968287537,64.07819895149233,-208.35,200.42,1948494.6714,22.853128964059195,126.52576950810304,-336.07,268.23,7819179.9585,-25.463763213530658,92.7081994852676,-254.62,141.21,4372039.9802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
